spotify_track_uri,ts,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped
2J3n32GeLmMjwuAzyhcSNe,2013-07-08 02:44:34,web player,3185,"Say It, Just Say It",The Mowgli's,Waiting For The Dawn,autoplay,clickrow,FALSE,FALSE
0mF3Ysmjl4QluLh4sZVnzf,2015-06-22 07:20:51,android,16317,The Best Is Yet To Come - 2008 Remastered,Frank Sinatra,Nothing But The Best,clickrow,endplay,TRUE,TRUE
2I9Q2Ry4TPOTgf4XwgULX4,2015-08-12 05:13:15,iOS,93622,El Taquicardio,El Komander,Belico,clickrow,endplay,FALSE,TRUE
22mek4IiqubGD9ctzxc69s,2015-08-25 21:49:52,android,1857,How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,fwdbtn,fwdbtn,TRUE,TRUE
2uSfIjpKzS005os2fy3NPN,2015-08-29 18:03:05,android,5247,In A Week,Hozier,Hozier,fwdbtn,fwdbtn,TRUE,TRUE
1v5cgIyffYtfEx0swttdoE,2015-09-01 01:47:28,windows,5015,Bring Da Ruckus,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],fwdbtn,fwdbtn,TRUE,TRUE
7yR50dqQ9I4fyvbk3pHfgl,2015-09-19 02:51:10,android,1532,Queen of Hearts,We The Kings,Somewhere Somehow,fwdbtn,fwdbtn,FALSE,TRUE
3IdtoXNER6fuBWv4fs0ICX,2015-10-02 23:44:31,android,3622,Eres una Niña,Gerardo Ortiz,Archivos de Mi Vida,backbtn,backbtn,FALSE,TRUE
3DlyHvU6blSBCJqzlJlVFK,2015-10-11 08:36:20,android,2089,Everybody's Changing,Keane,Hopes and Fears,appload,endplay,FALSE,TRUE
190jyVPHYjAqEaOGmMzdyk,2015-10-28 02:07:59,android,91728,Beauty And A Beat,Justin Bieber,Believe,trackdone,fwdbtn,TRUE,TRUE
5vHJLtCTx7vqXI0ABzIzzH,2015-12-19 06:52:10,android,0,A Escondidas,Lucah,A Escondidas,appload,endplay,TRUE,TRUE
4LgIcna8LRrR3DOomihYMY,2016-06-03 21:27:02,iOS,232733,Shiver Shiver,WALK THE MOON,Walk The Moon,trackdone,trackdone,TRUE,FALSE
0oEweHsuQagFuqXct9UvBm,2016-06-08 04:55:28,android,191426,What You Know,Two Door Cinema Club,Tourist History,trackdone,trackdone,TRUE,FALSE
5Q41NLTmGbVPozwHKK7bk2,2016-06-26 01:59:43,android,1003,Paradise City,Guns N' Roses,Appetite For Destruction,trackdone,unexpected-exit,TRUE,FALSE
7pKfPomDEeI4TPT6EOYjn9,2016-07-19 08:54:40,android,187866,Imagine - Remastered 2010,John Lennon,Imagine,trackdone,trackdone,TRUE,FALSE
5XNpdKmlLJPUbwKQceX2tW,2016-08-04 19:35:26,android,60967,Little Wing,Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),clickrow,endplay,TRUE,FALSE
6L3VWDPDTQkQFkqvmpAUMU,2016-08-17 01:49:03,iOS,228466,Something to Believe In,Young the Giant,Home of the Strange,trackdone,trackdone,FALSE,FALSE
2g34T4Zs54pTRR1AYTjobc,2016-08-20 07:37:31,android,227853,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,trackdone,FALSE,FALSE
4p4XgwnZJCYOWSvz8ruiOY,2016-09-01 01:47:59,iOS,0,"Take the ""A"" Train",Duke Ellington,Jazz Profiles,clickrow,endplay,FALSE,FALSE
5FlBGGwGuqYmqr0qeBWrxe,2016-09-15 06:33:59,android,264960,Five to One,The Doors,Waiting for the Sun,clickrow,trackdone,TRUE,FALSE
6CMUbdue9apkMR5RvIuA3H,2016-10-12 08:24:54,android,4170,Que Te Ruegue Quien Te Quiera,Banda El Recodo,Te Presumo,clickrow,endplay,TRUE,FALSE
5wQnmLuC1W7ATsArWACrgW,2016-11-07 04:53:08,android,4273,Welcome to the Black Parade,My Chemical Romance,The Black Parade,fwdbtn,fwdbtn,FALSE,FALSE
64yrDBpcdwEdNY9loyEGbX,2016-11-28 20:57:18,android,321093,21 Guns,Green Day,21st Century Breakdown,trackdone,trackdone,TRUE,FALSE
6pPOkr2OxhQ6htrzOiDmq9,2016-12-01 21:52:12,android,158626,Mr Moonlight - Remastered 2009,The Beatles,Beatles For Sale,trackdone,trackdone,TRUE,FALSE
5wiSvJf7926YmB4XXGwiIT,2016-12-03 20:58:15,android,79947,I Forgot To Remember To Forget - 2004 DSD remaster,Elvis Presley,Elvis At Sun,fwdbtn,fwdbtn,TRUE,FALSE
38KeSzb6FZYSogDXpc7xz8,2016-12-06 01:39:24,android,2064,Babe I'm Gonna Leave You - Remaster,Led Zeppelin,Led Zeppelin,fwdbtn,fwdbtn,TRUE,FALSE
6i0V12jOa3mr6uu4WYhUBr,2016-12-09 04:24:26,iOS,16834,Heathens,Twenty One Pilots,Heathens,clickrow,endplay,TRUE,FALSE
27MoAJ0eGv3xofZBCQiTbx,2016-12-12 22:06:28,android,3514,Run Me Down,The Black Keys,The Big Come Up,fwdbtn,fwdbtn,FALSE,FALSE
2UzMpPKPhbcC8RbsmuURAZ,2016-12-17 09:08:54,android,1081,Do I Wanna Know?,Arctic Monkeys,AM,fwdbtn,fwdbtn,TRUE,FALSE
5OkKOkdVTKFrYi6GWXkMzR,2016-12-21 09:21:16,android,145095,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,Dean Martin,This Is Dean Martin,trackdone,fwdbtn,TRUE,FALSE
4qQ8sToR3GNossXlwSlyKz,2016-12-25 02:59:20,android,6305,Ain't That A Kick In The Head - Remastered 1997,Dean Martin,At The Movies,fwdbtn,fwdbtn,TRUE,FALSE
6WvgizUMVUdPksmm7BMfnm,2016-12-29 21:29:13,android,7201,I Got The Blues - 2009 Mix,The Rolling Stones,Sticky Fingers,fwdbtn,fwdbtn,TRUE,FALSE
0wPsNowg8sXsPWrrhEAEWw,2017-01-03 06:11:35,android,182453,Georgia On My Mind - Remastered,Dean Martin,Swingin' Down Yonder,fwdbtn,trackdone,TRUE,FALSE
4ltC6PrqkTtpcRNi5lvS4z,2017-01-06 06:45:10,android,3972,No Reply - Remastered 2009,The Beatles,Beatles For Sale,fwdbtn,fwdbtn,TRUE,FALSE
4T7wVGxTMOGUSbpKqSv8PQ,2017-01-07 21:06:41,android,228161,Rocks Off,The Rolling Stones,Exile On Main St,fwdbtn,fwdbtn,TRUE,FALSE
0BRHnOFm6sjxN1i9LJrUDu,2017-01-09 08:57:27,android,1231,The Anthem,Good Charlotte,The Young and The Hopeless,fwdbtn,fwdbtn,TRUE,FALSE
1OCSXzTwudWcGZTID3w8kj,2017-01-10 22:19:57,android,3550,Be Still,The Killers,Battle Born,fwdbtn,fwdbtn,TRUE,FALSE
1FTCA6wQwulQFokDddKE68,2017-01-12 05:36:54,android,72640,Polythene Pam - Remastered 2009,The Beatles,Abbey Road,fwdbtn,trackdone,TRUE,FALSE
0uco0wQkB909zpPlHvu5Cc,2017-01-15 02:11:31,android,17642,Bold as Love,Jimi Hendrix,Axis: Bold As Love,fwdbtn,fwdbtn,TRUE,FALSE
4SBc2Pkh8tVSecrkLtCAXR,2017-01-17 03:06:31,android,66457,White Blank Page,Mumford & Sons,Sigh No More,trackdone,logout,TRUE,FALSE
0vg4WnUWvze6pBOJDTq99k,2017-02-05 09:48:42,android,209493,You're Beautiful,James Blunt,Back to Bedlam,trackdone,trackdone,TRUE,FALSE
5xhQChGGhKLWqBqX4XhtYE,2017-02-15 19:11:31,iOS,1044,Sail,AWOLNATION,Megalithic Symphony Deluxe,fwdbtn,fwdbtn,FALSE,FALSE
2zzLRQ78kKfPTx8FJQCdC2,2017-03-08 18:16:29,iOS,20178,When The Sun Goes Down,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",clickrow,endplay,TRUE,FALSE
6lTTzSk1hRrxp4VMwXBp2l,2017-03-11 08:09:06,android,274933,My Way,Frank Sinatra,Ultimate Sinatra,fwdbtn,trackdone,TRUE,FALSE
40qXGg5nRbcWzcFb26KWkQ,2017-03-18 17:09:16,android,22088,Misery - Remastered 2009,The Beatles,Please Please Me,fwdbtn,endplay,TRUE,FALSE
2quTytCTP9kKLvpveyO1mt,2017-03-23 09:26:10,android,249000,Para Tu Amor,Juanes,Mi Sangre,trackdone,trackdone,TRUE,FALSE
5790D9sgPum0aE59ES7X1v,2017-03-27 06:25:04,android,160290,RIVA (Restart the Game) - Radio Edit,Klingande,RIVA (Restart The Game),fwdbtn,fwdbtn,TRUE,FALSE
1rqft0hZaB7hilxKmKwDDH,2017-04-02 21:42:13,android,256800,That's Where You're Wrong,Arctic Monkeys,Suck It And See,trackdone,trackdone,TRUE,FALSE
78MXICbE7bD4cuPKFh1EFO,2017-04-05 17:35:42,iOS,210227,Celebration Day - Remaster,Led Zeppelin,Led Zeppelin III,trackdone,trackdone,TRUE,FALSE
6hIFsqNSygdgDwnVi3BkUJ,2017-04-09 14:51:55,iOS,201733,Revelry,Kings of Leon,Only By The Night,trackdone,trackdone,TRUE,FALSE
5ddXMXmXZ2FN4iliTG20nO,2017-04-14 07:20:20,android,239666,Emoji of a Wave,John Mayer,The Search for Everything,trackdone,trackdone,FALSE,FALSE
5y2KMaT44umaDJWXJHcYjN,2017-04-20 19:04:23,android,109733,Do You Hear the People Sing?,Les Misérables - 10th Anniversary Concert Cast,Les Misérables (In Concert at the Royal Albert Hall),trackdone,trackdone,TRUE,FALSE
0QTCTu0CXv4X1JEE4gNpGv,2017-04-22 10:00:07,android,253493,Wildfire,John Mayer,Paradise Valley,trackdone,trackdone,TRUE,FALSE
7iN1s7xHE4ifF5povM6A48,2017-04-29 11:26:26,android,243026,Let It Be - Remastered 2009,The Beatles,Let It Be,trackdone,trackdone,TRUE,FALSE
0Of7QOxHibUJW7q0YFBJVC,2017-05-05 23:09:49,android,201148,Leave The Bourbon On The Shelf,The Killers,Sawdust,trackdone,fwdbtn,FALSE,FALSE
35LDid9nvuYrUyZk5qGD0i,2017-05-13 04:20:50,android,242333,Belief,John Mayer,Continuum,trackdone,trackdone,TRUE,FALSE
7xSfYroWIAiwfQBR1P8WMD,2017-05-21 18:20:11,iOS,228546,Juan Charrasqueado,Vicente Fernández,Vicente Fernández Y Sus Corridos Consentidos,trackdone,trackdone,TRUE,FALSE
2bkwHzn1H2CxyLmmymaKHo,2017-05-25 23:34:00,android,52119,My House,Lou Reed,The Blue Mask,clickrow,endplay,FALSE,FALSE
2YsKxAJKUJx93BKxzQ3RTr,2017-05-28 19:06:55,iOS,13378,With A Little Help From My Friends - Remix,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,trackdone,endplay,FALSE,FALSE
5SI9IqXXoXic1gy93XVdS0,2017-06-08 13:34:48,android,216621,Ball And Biscuit,The White Stripes,Elephant,trackdone,logout,TRUE,FALSE
3if5BCKrShIHsYbs5IzTHH,2017-06-20 10:38:13,android,194200,Tiptoe,Imagine Dragons,Night Visions,trackdone,trackdone,TRUE,FALSE
77Y57qRJBvkGCUw9qs0qMg,2017-06-26 08:31:32,android,243666,In the Blood,John Mayer,The Search for Everything,clickrow,trackdone,FALSE,FALSE
0w4pxkiUCwFQk2UY8twlu3,2017-06-30 18:34:10,android,304033,Pale Blue Eyes,The Velvet Underground,The Velvet Underground,clickrow,endplay,TRUE,FALSE
2Q9gMRzQF3PTuJ3dCVVwmx,2017-07-04 02:59:13,android,2741,You're Nobody Till Somebody Loves You,Dean Martin,The Essential Dean Martin,fwdbtn,fwdbtn,TRUE,FALSE
5MxNLUsfh7uzROypsoO5qe,2017-07-05 20:11:42,android,2397,Dream On,Aerosmith,Aerosmith,fwdbtn,fwdbtn,TRUE,FALSE
6A6qBFJHid4WutQu6HHEZt,2017-07-06 08:43:43,android,1960,Walking On A Dream,Empire Of The Sun,Walking On A Dream,fwdbtn,fwdbtn,TRUE,FALSE
1VuBmEauSZywQVtqbxNqka,2017-07-07 18:36:59,android,0,Beautiful Day,U2,All That You Can't Leave Behind,fwdbtn,fwdbtn,TRUE,FALSE
6QaBuSmU5NpdW2jcL27aB6,2017-07-08 16:31:36,android,1938,Domingo en la Mañana,Lucah,Voy a Ti,fwdbtn,fwdbtn,TRUE,FALSE
6bhs4IsdCiZ3MkHEvSCKfk,2017-07-09 19:35:43,android,2338,This River Is Wild,The Killers,Sam's Town,fwdbtn,fwdbtn,TRUE,FALSE
5xo1Gj4WTssjQgQ0w03cf2,2017-07-10 21:29:30,android,33015,Jackie And Wilson,Hozier,Hozier,fwdbtn,fwdbtn,TRUE,FALSE
5B0c2pERMO7CrQP9CdbKrl,2017-07-14 19:25:12,android,2281,"Don't Give up on ""Us""",The Maine,Pioneer,clickrow,fwdbtn,TRUE,FALSE
5vamMB1r3rtCtGVe5LB9VM,2017-07-15 19:10:09,android,2016,Jet Lag (feat. Natasha Bedingfield),Simple Plan,Get Your Heart On!,fwdbtn,fwdbtn,TRUE,FALSE
10fHq85ktXp1K8mO45bugT,2017-07-20 19:21:12,android,2275,Que Lloro,Sin Bandera,Hasta Ahora,fwdbtn,fwdbtn,TRUE,FALSE
4KANJH1baadr3U7XsVbM17,2017-07-22 00:42:15,android,241266,Something I Need,OneRepublic,Native,trackdone,trackdone,TRUE,FALSE
76YIakOtee617B4McuRJH6,2017-07-27 20:11:01,android,178805,De Puño Y Letra,Antonio Aguilar,Bala Perdida,trackdone,trackdone,TRUE,FALSE
3d8HHp62VSr68R51OurJiR,2017-07-31 03:24:39,android,221,Over You,Daughtry,Daughtry,fwdbtn,fwdbtn,TRUE,FALSE
6O6zRZhk8sQc5shBXhx7SJ,2017-08-04 20:05:17,android,256933,12 Fingers,Young the Giant,Young The Giant,trackdone,trackdone,TRUE,FALSE
2H6rj2XaBUJnag8iS2uKCt,2017-08-06 22:16:51,android,2087,Don't Lie,Vampire Weekend,Modern Vampires of the City,fwdbtn,fwdbtn,TRUE,FALSE
4cQIbDqCZrHknxlDUjRHZ0,2017-08-11 18:43:26,android,0,Supersoaker,Kings of Leon,Mechanical Bull (Expanded Edition),fwdbtn,fwdbtn,TRUE,FALSE
2dLzyrwHEEK8umYoOYaSPc,2017-08-13 11:15:18,android,2854,"I Still Miss Someone - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE
1evEO1ep4O4XDklg3baSqp,2017-08-16 02:59:23,android,0,Age of Light,The Mud Howlers,Timeliness,fwdbtn,backbtn,TRUE,FALSE
305WCRhhS10XUcH6AEwZk6,2017-08-17 22:09:28,android,2925,Are You Gonna Be My Girl,Jet,Get Born,fwdbtn,fwdbtn,TRUE,FALSE
6J4lRYUiuWO7BLOntAJnUx,2017-08-21 17:50:04,android,715,Busload of Faith,Lou Reed,New York,fwdbtn,fwdbtn,TRUE,FALSE
7nL48xOPl0CraSaxKonp8j,2017-08-23 23:50:11,android,181352,That's Life,Frank Sinatra,Ultimate Sinatra,fwdbtn,fwdbtn,TRUE,FALSE
2Or0wXPDzd8Nt5F55vtVHY,2017-08-27 23:41:18,android,11333,Holy Roller Novocaine,Kings of Leon,Youth And Young Manhood,fwdbtn,fwdbtn,TRUE,FALSE
39e1gl7VaxuCev5ga7bvNq,2017-08-29 07:49:24,android,52,In Time,The Black Keys,Turn Blue,fwdbtn,fwdbtn,TRUE,FALSE
70PT6bNLK1svVhcDLmQ8xF,2017-09-02 00:30:50,windows,19090,Suelta Mi Mano,Sin Bandera,Hasta Ahora,trackdone,endplay,TRUE,FALSE
4LLBKnNCrSRrSjSTuiwjE9,2017-09-03 11:06:09,android,172,You Won't See Me - Remastered 2009,The Beatles,Rubber Soul,fwdbtn,fwdbtn,TRUE,FALSE
3e6rEdPXVBXRhppmKiwsh7,2017-09-04 16:59:35,android,4442,Gimme Shelter,The Rolling Stones,Let It Bleed,fwdbtn,fwdbtn,TRUE,FALSE
7JxGM1R32ZqfwZou3VtnTg,2017-09-05 23:25:13,android,2256,Boys - Remastered 2009,The Beatles,Please Please Me,fwdbtn,fwdbtn,FALSE,FALSE
30YiNK4ZeDEnuMddYTWZcz,2017-09-06 17:00:41,android,960,Fine by Me,Andy Grammer,Magazines or Novels,fwdbtn,fwdbtn,FALSE,FALSE
27E39dDg0Bx1RzkF3eJJsb,2017-09-06 17:54:09,android,0,I Want To Hold Your Hand - Remastered 2009,The Beatles,Past Masters,fwdbtn,fwdbtn,FALSE,FALSE
3VbGCXWRiouAq8VyMYN2MI,2017-09-06 21:25:52,android,2103,Love Me Do - Remastered 2009,The Beatles,Please Please Me,backbtn,fwdbtn,FALSE,FALSE
1Uol5x9ClPOm9X2F3lsyNR,2017-09-06 22:09:58,android,0,Por Tu Maldito Amor,Vicente Fernández,"35 Anniversary Re-mastered Series, Vol. 7",fwdbtn,fwdbtn,FALSE,FALSE
7e89621JPkKaeDSTQ3avtg,2017-09-06 22:34:48,android,1414,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,fwdbtn,fwdbtn,FALSE,FALSE
4B0JvthVoAAuygILe3n4Bs,2017-09-06 23:01:55,android,716,What Do You Mean?,Justin Bieber,Purpose,fwdbtn,fwdbtn,FALSE,FALSE
7hN5TKSdRb56uytwIpcUES,2017-09-07 23:36:14,android,4652,99 Problems,Hugo,Old Tyme Religion,fwdbtn,fwdbtn,TRUE,FALSE
5wiSvJf7926YmB4XXGwiIT,2017-09-08 20:50:27,android,2955,I Forgot To Remember To Forget - 2004 DSD remaster,Elvis Presley,Elvis At Sun,fwdbtn,fwdbtn,TRUE,FALSE
6wtmql7FJ7SSLuSw8JD8rX,2017-09-10 00:29:28,windows,29850,Spanish Bombs - Remastered,The Clash,London Calling (Remastered),clickrow,fwdbtn,FALSE,FALSE
1b7LMtXCXGc2EwOIplI35z,2017-09-11 20:53:54,android,2234,Stuck In The Middle With You,Stealers Wheel,Reservoir Dogs,fwdbtn,fwdbtn,TRUE,FALSE
1yqMgZNrevsWMLWfO2PRp5,2017-09-14 19:23:13,android,1867,Charlie Brown,Coldplay,Mylo Xyloto,fwdbtn,fwdbtn,TRUE,FALSE
0ZfP7K8NoyJRjEfWWk8Mlv,2017-09-20 17:11:01,android,283000,Rock & Roll - Full Length Version; 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,TRUE,FALSE
2OevuDV8nSmeHJkFQ0OqTO,2017-09-24 23:28:24,android,245768,Believe Me Natalie,The Killers,Hot Fuss,fwdbtn,fwdbtn,FALSE,FALSE
0pQskrTITgmCMyr85tb9qq,2017-09-30 06:06:08,android,254295,Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,trackdone,trackdone,TRUE,FALSE
0FHNqVPxu14WivXR4Y2hFr,2017-10-06 02:08:06,android,85503,Creo en Ti,Reik,Peligro,trackdone,fwdbtn,TRUE,FALSE
1yJZwBqTyGTB7mz8nZyiel,2017-10-09 00:48:07,android,2771,Barcelona,George Ezra,Wanted on Voyage,fwdbtn,fwdbtn,TRUE,FALSE
2yVPS6mE2BQpen5wnBLoN9,2017-10-12 21:12:52,android,41379,Dream On,Noel Gallagher's High Flying Birds,Noel Gallagher's High Flying Birds,trackdone,endplay,FALSE,FALSE
4bvi8n8Xa2kX0UG02cvuE9,2017-10-15 03:32:43,android,0,Married with Children - 2014 Remaster,Oasis,Definitely Maybe,clickrow,endplay,FALSE,FALSE
7gREIuHognJFspylIDJ94p,2017-10-17 05:28:51,windows,214240,Vienna,Billy Joel,The Stranger,trackdone,trackdone,FALSE,FALSE
1hIupFeRu3nmMcjbjxPnMc,2017-10-21 17:22:31,android,89363,I'm Just A Kid,Simple Plan,"No Pads, No Helmets...Just Balls",trackdone,fwdbtn,TRUE,FALSE
3KfbEIOC7YIv90FIfNSZpo,2017-10-27 16:39:10,android,146333,In My Life - Remastered 2009,The Beatles,Rubber Soul,trackdone,trackdone,TRUE,FALSE
01SfTM5nfCou5gQL70r6gs,2017-10-30 21:31:30,android,91760,Golden Slumbers - Remastered 2009,The Beatles,Abbey Road,trackdone,trackdone,FALSE,FALSE
4ltC6PrqkTtpcRNi5lvS4z,2017-11-05 18:39:19,android,136066,No Reply - Remastered 2009,The Beatles,Beatles For Sale - Remastered,backbtn,trackdone,FALSE,FALSE
4dyBuBbYZj1iiK0ywYjYzT,2017-11-11 22:46:34,android,127746,California Sun - 2017 Remaster,Ramones,Leave Home,fwdbtn,trackdone,FALSE,FALSE
1Dg4dFJr3HW7sbA7vPejre,2017-11-18 19:58:35,android,163600,Eight Days A Week - Remastered 2009,The Beatles,Beatles For Sale - Remastered,trackdone,trackdone,FALSE,FALSE
5eAjH216cLRo2rotXPTl3S,2017-11-24 04:20:51,android,254800,Hudson,Vampire Weekend,Modern Vampires of the City,trackdone,trackdone,FALSE,FALSE
09eg3FGzsZQbZk8qEXhJIA,2017-12-08 05:35:00,android,274773,Stop Breaking Down,The Rolling Stones,Exile On Main Street,trackdone,trackdone,TRUE,FALSE
6MPpnJDLk37GEIM0iGGITd,2017-12-15 03:15:00,android,42143,Frosty The Snowman,Ella Fitzgerald,Christmas,clickrow,endplay,FALSE,FALSE
4gC95tJcg0TWAz3LJ2dZpN,2017-12-21 23:24:15,android,193980,Greensleeves,Coleman Hawkins,Soul,trackdone,trackdone,TRUE,FALSE
1RMDXedcRno6rDBCbNHDJf,2017-12-29 22:25:51,android,171086,Santa Claus Is Coming to Town,Michael Bublé,Christmas,appload,trackdone,TRUE,FALSE
0wVluBsVAVzBKrqspuCcwR,2018-01-07 22:47:57,android,0,"Check Yes, Juliet",We The Kings,We The Kings,appload,fwdbtn,TRUE,FALSE
3cual6JOG286qZJmCxKRAT,2018-01-18 06:39:07,android,4861,Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Radiohead,A Moon Shaped Pool,fwdbtn,fwdbtn,TRUE,FALSE
2AgGrIlHCefGlbMTJh5idM,2018-01-20 00:41:43,android,6176,Notion,Kings of Leon,Only By The Night,fwdbtn,fwdbtn,TRUE,FALSE
0lP4HYLmvowOKdsQ7CVkuq,2018-01-24 03:30:16,android,231533,The Kill,Thirty Seconds To Mars,A Beautiful Lie,trackdone,trackdone,TRUE,FALSE
4i4oDSWluhViEzuYIZYtmJ,2018-01-27 21:10:32,android,132007,Fourth Time Around,Bob Dylan,Blonde On Blonde,trackdone,fwdbtn,TRUE,FALSE
5HWpx5Pjj9wFROhreH612d,2018-02-02 06:30:45,android,199307,Here Come the Runts,AWOLNATION,Here Come the Runts,clickrow,trackdone,FALSE,FALSE
7y1hMqXNa0dKQLZH7CKbUG,2018-02-10 06:31:55,android,148253,Don't Bother Me - Remastered 2009,The Beatles,With The Beatles,trackdone,trackdone,TRUE,FALSE
0eS4rPcKiqFFlOACBs9FRU,2018-02-17 04:31:49,android,138720,I Love You,Lou Reed,Lou Reed,trackdone,trackdone,TRUE,FALSE
0IZCh5UqgLpCHpySM7fEXD,2018-02-21 05:13:15,android,203173,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,You Get What You Give,trackdone,trackdone,TRUE,FALSE
7HUj2KB6hQCZgTPHFGAJ0c,2018-03-04 06:25:50,android,2336,All Around the World - Remastered,Oasis,Be Here Now,fwdbtn,fwdbtn,TRUE,FALSE
3mcMy0W0x0yALTu9ezlnZa,2018-03-16 22:27:29,android,3314,Right Girl - Acoustic Version,The Maine,Black & White,fwdbtn,fwdbtn,TRUE,FALSE
1JCCdiru7fhstOIF4N7WJC,2018-03-24 02:00:41,android,237247,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,trackdone,trackdone,TRUE,FALSE
4PwGt5dBTmdRu4HTN8ZWgR,2018-04-06 01:07:56,android,2827,Can't Deny Me,Pearl Jam,Can't Deny Me,fwdbtn,fwdbtn,FALSE,FALSE
2zz1MxGs1oyU3uYP0QRuC0,2018-04-19 06:21:29,android,3739,Knights of Shame,AWOLNATION,Megalithic Symphony Deluxe,fwdbtn,fwdbtn,TRUE,FALSE
6lOvZTZcacgkvmyOZkWpNk,2018-04-26 05:51:02,android,2211,Set Fire to the Rain,Adele,21,fwdbtn,fwdbtn,TRUE,FALSE
1P5Z1wuraE6vHsr1oLlnQw,2018-05-08 13:55:20,android,68810,Out Of The Blue - Remastered 2014,George Harrison,All Things Must Pass,fwdbtn,fwdbtn,TRUE,FALSE
1YI0uK36eupTmw9F8kHysr,2018-05-16 01:56:21,android,244866,Sunday Morning,Maroon 5,Songs About Jane,trackdone,trackdone,TRUE,FALSE
5Wj1rJnCLpMHdLaxsFtJLs,2018-05-22 07:05:35,android,2844,Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road - Remastered,fwdbtn,fwdbtn,TRUE,FALSE
7mar4DMFlVi5DwbarqP38M,2018-05-28 00:31:44,android,208698,Paper Crown,Liam Gallagher,As You Were,trackdone,trackdone,TRUE,FALSE
4wOYt5nULk1Cu8pwJWk26m,2018-05-29 19:37:21,android,59841,Wildfire (feat. Frank Ocean),John Mayer,Paradise Valley,trackdone,fwdbtn,FALSE,FALSE
7xRemq7GLu0Tbqe9OckG87,2018-06-08 05:15:36,android,186213,The Man in Me,Bob Dylan,New Morning,trackdone,trackdone,TRUE,FALSE
6MqVzYyReYtY0Sgw9alj5I,2018-06-13 07:54:06,android,210420,Say You Like Me,We The Kings,Sunshine State of Mind,trackdone,trackdone,TRUE,FALSE
2ctvdKmETyOzPb2GiJJT53,2018-06-16 01:27:23,android,169534,Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,trackdone,trackdone,TRUE,FALSE
4xHkj5OuwbhJ3VhbW09Xxt,2018-07-02 05:21:30,android,2527,A Escondidas,Lucah,Voy a Ti,fwdbtn,fwdbtn,TRUE,FALSE
66YHxyGAUGjMBDdrDlWIMD,2018-07-17 05:51:33,android,2313,One of My Turns,Pink Floyd,The Wall,fwdbtn,fwdbtn,TRUE,FALSE
0tgVpDi06FyKpA1z0VMD4v,2018-07-23 00:23:30,android,263400,Perfect,Ed Sheeran,÷,fwdbtn,trackdone,TRUE,FALSE
3gy3pz80G5bBYUHyucUOx3,2018-08-05 21:12:44,android,0,Llamarada,Luis Miguel,Llamarada,appload,endplay,TRUE,FALSE
25nzKGDiua1lE9Qo5V19GL,2018-08-13 05:46:50,android,1736,Young Blood,The Naked And Famous,"Passive Me, Aggressive You",fwdbtn,fwdbtn,TRUE,FALSE
0ZWx7ufdJqDscO8aXC0QX6,2018-08-20 00:39:47,android,4184,Let It Rain,Zac Brown Band,"The Grohl Sessions, Vol. 1",fwdbtn,fwdbtn,TRUE,FALSE
1qOIwyj41749bmOhdD09IS,2018-08-25 21:26:04,android,343032,Headlights,Eminem,The Marshall Mathers LP2,trackdone,trackdone,TRUE,FALSE
2VsX1BoWSGiuVXGiFSUr6h,2018-08-31 05:58:39,android,27583,Maggie Mae - Remastered 2009,The Beatles,Let It Be,backbtn,fwdbtn,TRUE,FALSE
0awvW9Pcq2skIqVOUdk5wX,2018-09-08 15:22:07,android,417831,Despite Repeated Warnings,Paul McCartney,Egypt Station,trackdone,trackdone,TRUE,FALSE
1Q7gCIpOjIIU0bUKcGzrG4,2018-09-14 16:52:28,android,139680,I Feel Fine - Remastered 2009,The Beatles,Past Masters,trackdone,trackdone,TRUE,FALSE
2y6mh0Q1gZC7BKThkY92bh,2018-09-19 06:13:35,android,1775,Confidante,Paul McCartney,Egypt Station,fwdbtn,fwdbtn,TRUE,FALSE
5N8OdYEKHXwexx5YC8BlX0,2018-09-26 21:42:16,android,0,"Love Me Do - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",The Beatles,Live At The BBC,appload,endplay,FALSE,FALSE
2u2WL5N3KnQnykOZi3fxL6,2018-09-30 21:43:18,android,239001,Swallowed in the Sea,Coldplay,X&Y,clickrow,trackdone,FALSE,FALSE
